1,0.0625,0.9375,0.0000
2,0.0595,0.9405,0.0000
3,0.0000,0.8943,0.1057
4,0.1012,0.7938,0.1050
5,0.4250,0.4770,0.0985
6,0.0000,0.8390,0.1610
7,0.0000,1.0000,0.0000
8,0.1410,0.8590,0.0000
9,0.0520,0.9015,0.0460
10,0.0000,0.8320,0.1680
11,0.0000,1.0000,0.0000
12,0.0000,1.0000,0.0000
13,0.0000,1.0000,0.0000
14,0.0600,0.8170,0.1230
15,0.0277,0.8260,0.1460
16,0.0622,0.8506,0.0870
17,0.0277,0.8193,0.1527
18,0.1104,0.7992,0.0904
19,0.0000,1.0000,0.0000
20,0.0580,0.8518,0.0900
21,0.0850,0.8453,0.0698
22,0.0000,1.0000,0.0000
23,0.1222,0.8105,0.0670
24,0.1110,0.8890,0.0000
25,0.1415,0.6578,0.2008
26,0.0000,1.0000,0.0000
27,0.0865,0.8100,0.1035
28,0.0000,1.0000,0.0000
29,0.0497,0.8787,0.0717
30,0.0000,1.0000,0.0000
31,0.1435,0.7178,0.1385
32,0.0000,1.0000,0.0000
33,0.0000,1.0000,0.0000
34,0.1073,0.8575,0.0352
35,0.0000,0.7835,0.2165
36,0.0450,0.8390,0.1160
37,0.0745,0.8180,0.1075
38,0.0865,0.8100,0.1035
39,0.0597,0.8822,0.0580
40,0.0753,0.8337,0.0910
41,0.1025,0.8270,0.0705
42,0.0865,0.8100,0.1035
43,0.0000,1.0000,0.0000
44,0.0745,0.9255,0.0000
45,0.0712,0.8611,0.0677
46,0.0231,0.9476,0.0292
47,0.0000,1.0000,0.0000
48,0.0000,0.8925,0.1075
49,0.0865,0.8100,0.1035
50,0.0000,1.0000,0.0000
51,0.0563,0.8143,0.1293
52,0.1155,0.8230,0.0615
53,0.0000,1.0000,0.0000
54,0.1182,0.8598,0.0220
55,0.0000,1.0000,0.0000
56,0.0000,1.0000,0.0000
57,0.0000,1.0000,0.0000
58,0.0700,0.6988,0.2312
59,0.0000,1.0000,0.0000
60,0.0508,0.8901,0.0591
61,0.0000,0.9414,0.0586
62,0.0000,0.9270,0.0730
63,0.0000,1.0000,0.0000
64,0.0000,1.0000,0.0000
65,0.0711,0.8428,0.0860
66,0.0000,0.8470,0.1530
67,0.2127,0.7063,0.0810
68,0.0957,0.7598,0.1448
69,0.0970,0.8450,0.0580
70,0.0555,0.8666,0.0779
71,0.1266,0.8008,0.0724
72,0.0000,1.0000,0.0000
73,0.0000,1.0000,0.0000
74,0.0208,0.8718,0.1073
75,0.0360,0.8987,0.0653
76,0.0000,1.0000,0.0000
77,0.0453,0.7970,0.1577
78,0.0840,0.9160,0.0000
79,0.1090,0.7050,0.1855
80,0.0000,1.0000,0.0000
81,0.0742,0.9165,0.0093
82,0.0450,0.8390,0.1160
83,0.0348,0.8587,0.1065
84,0.0000,0.8725,0.1275
85,0.0000,1.0000,0.0000
86,0.0000,1.0000,0.0000
87,0.0074,0.8741,0.1185
88,0.0445,0.9090,0.0465
89,0.0000,1.0000,0.0000
90,0.0000,0.9093,0.0907
91,0.1327,0.7803,0.0867
92,0.0680,0.7820,0.1500
93,0.0404,0.8272,0.1322
94,0.0000,1.0000,0.0000
95,0.0000,1.0000,0.0000
96,0.0000,1.0000,0.0000
97,0.0000,1.0000,0.0000
98,0.0000,1.0000,0.0000
99,0.0845,0.8485,0.0670
100,0.0798,0.8299,0.0902
101,0.0000,1.0000,0.0000
102,0.0000,1.0000,0.0000
103,0.0000,0.9310,0.0690
104,0.0563,0.8990,0.0447
105,0.1083,0.8481,0.0436
106,0.0643,0.9067,0.0290
107,0.0293,0.9032,0.0673
108,0.0000,1.0000,0.0000
109,0.0497,0.9503,0.0000
110,0.1290,0.7740,0.0970
111,0.0310,0.8980,0.0712
112,0.0000,1.0000,0.0000
113,0.0298,0.8676,0.1022
114,0.0570,0.8123,0.1305
115,0.1640,0.8360,0.0000
116,0.0000,1.0000,0.0000
117,0.0000,0.8575,0.1425
118,0.1430,0.8570,0.0000
119,0.0394,0.8181,0.1423
120,0.0000,1.0000,0.0000
121,0.0000,1.0000,0.0000
122,0.0964,0.7812,0.1224
123,0.0000,0.8033,0.1968
124,0.0000,1.0000,0.0000
125,0.0432,0.8022,0.1542
126,0.0000,1.0000,0.0000
127,0.0000,1.0000,0.0000
128,0.0568,0.8222,0.1206
129,0.0000,1.0000,0.0000
130,0.0845,0.8485,0.0670
131,0.0000,1.0000,0.0000
132,0.0000,1.0000,0.0000
133,0.0000,0.8949,0.1051
134,0.0000,0.9585,0.0415
135,0.0418,0.9336,0.0246
136,0.0000,1.0000,0.0000
137,0.0000,1.0000,0.0000
138,0.0000,1.0000,0.0000
139,0.0000,1.0000,0.0000
140,0.0389,0.8312,0.1299
141,0.0000,0.8228,0.1772
142,0.0000,1.0000,0.0000
143,0.0000,1.0000,0.0000
144,0.0330,0.8335,0.1330
145,0.0000,0.6760,0.3240
146,0.0000,1.0000,0.0000
147,0.2250,0.7266,0.0482
148,0.0000,1.0000,0.0000
149,0.0000,1.0000,0.0000
150,0.0000,1.0000,0.0000
151,0.0845,0.8485,0.0670
152,0.0000,1.0000,0.0000
153,0.0000,1.0000,0.0000
154,0.0000,0.9140,0.0860
155,0.0660,0.9340,0.0000
156,0.0000,1.0000,0.0000
157,0.0000,1.0000,0.0000
158,0.0000,1.0000,0.0000
159,0.0000,1.0000,0.0000
160,0.0000,1.0000,0.0000
161,0.0860,0.9140,0.0000
162,0.0000,1.0000,0.0000
163,0.0000,0.9470,0.0530
164,0.0563,0.9100,0.0337
165,0.0000,1.0000,0.0000
166,0.0000,0.9435,0.0565
167,0.0000,0.9517,0.0483
168,0.1090,0.8075,0.0830
169,0.0000,1.0000,0.0000
170,0.1663,0.7757,0.0580
171,0.0270,0.9322,0.0408
172,0.0000,0.8320,0.1680
173,0.1313,0.8213,0.0477
174,0.0000,1.0000,0.0000
175,0.0796,0.8751,0.0453
176,0.0000,1.0000,0.0000
