1,0.0590,0.8928,0.0481
2,0.0000,0.8150,0.1850
3,0.0000,0.8625,0.1375
4,0.0000,1.0000,0.0000
5,0.0965,0.8140,0.0895
6,0.0000,0.8503,0.1497
7,0.0000,0.9507,0.0493
8,0.0000,0.9015,0.0985
9,0.0535,0.8808,0.0657
10,0.0238,0.8928,0.0832
11,0.1202,0.8246,0.0550
12,0.0950,0.7967,0.1083
13,0.0000,1.0000,0.0000
14,0.0000,0.9105,0.0895
15,0.0000,0.9677,0.0323
16,0.1160,0.7808,0.1032
17,0.1425,0.7085,0.1490
18,0.0965,0.9035,0.0000
19,0.0000,0.9507,0.0493
20,0.1545,0.8455,0.0000
21,0.2230,0.7770,0.0000
22,0.2850,0.6250,0.0900
23,0.0181,0.8893,0.0926
24,0.0575,0.9165,0.0260
25,0.0254,0.7940,0.1806
26,0.0508,0.9020,0.0471
27,0.0000,0.9303,0.0697
28,0.0953,0.7257,0.1790
29,0.0917,0.8417,0.0667
30,0.0000,1.0000,0.0000
31,0.0613,0.8534,0.0852
32,0.0000,1.0000,0.0000
33,0.0000,0.9636,0.0364
34,0.0553,0.8913,0.0535
35,0.1817,0.7460,0.0723
36,0.0000,0.8800,0.1200
37,0.1226,0.7909,0.0864
38,0.0000,0.8625,0.1375
39,0.0565,0.8993,0.0442
40,0.0000,0.8503,0.1497
41,0.0456,0.9021,0.0522
42,0.1207,0.8235,0.0560
43,0.0978,0.8672,0.0350
44,0.0360,0.8477,0.1163
45,0.0442,0.8387,0.1171
46,0.0000,0.8916,0.1084
47,0.0703,0.9297,0.0000
48,0.0770,0.7992,0.1238
49,0.0318,0.8470,0.1212
50,0.0419,0.8403,0.1178
51,0.0216,0.9426,0.0358
52,0.0351,0.8963,0.0686
53,0.0575,0.9165,0.0260
54,0.1110,0.6407,0.2480
55,0.0627,0.8383,0.0990
56,0.0383,0.9617,0.0000
57,0.0453,0.8001,0.1547
58,0.0264,0.8970,0.0766
59,0.0000,0.9107,0.0893
60,0.0948,0.8170,0.0882
61,0.0824,0.8728,0.0448
62,0.0342,0.8944,0.0714
63,0.0760,0.9240,0.0000
64,0.0000,0.9303,0.0697
65,0.0000,0.7538,0.2462
66,0.0965,0.9035,0.0000
67,0.0000,0.8625,0.1375
68,0.0000,0.9120,0.0880
69,0.0803,0.7944,0.1253
70,0.0155,0.8740,0.1103
71,0.0245,0.9221,0.0534
72,0.0413,0.9307,0.0280
73,0.0000,0.8424,0.1576
74,0.0000,1.0000,0.0000
75,0.0000,1.0000,0.0000
76,0.0000,0.8625,0.1375
77,0.1665,0.5545,0.2785
78,0.0275,0.8668,0.1055
79,0.0133,0.8993,0.0874
80,0.1090,0.8737,0.0173
81,0.1313,0.8346,0.0341
82,0.1177,0.7984,0.0839
83,0.1289,0.8084,0.0627
84,0.0290,0.8389,0.1321
85,0.0000,1.0000,0.0000
